individual,road_points,test_outcome,description,timestamp
"[[93.53177721098372, 157.90173451235773, 164.21704670178883, 150.98155855665652, 85.4954949608665, 66.29388334359118, 184], [5.0, 36.100003700087164, 49.46535398796462, 82.22047804928735, 113.38608681251102, 127.60815453959407, 168]]","[(93.53177721098372, 5.0), (95.4506871440114, 5.931064714401577), (97.32619428595942, 6.849251984397737), (99.15886100814902, 7.755107290159454), (100.94923426213737, 8.649163067538755), (102.69784603686398, 9.53193885478257), (104.4052138118363, 10.40394143912033), (106.07184100635565, 11.265665003225344), (107.69821742478261, 12.117591271549982), (109.28481969784234, 12.960189656534608), (110.83211171996997, 13.793917404690339), (112.34054508269568, 14.619219742555547), (113.81055950406957, 15.43653002252619), (115.24258325412629, 16.24626986855985), (116.63703357638956, 17.048849321753625), (117.99431710541704, 17.84466698579579), (119.3148302803841, 18.634110172291205), (120.59895975470822, 19.41755504596058), (121.8470828017129, 20.19536676971341), (123.0595677163311, 20.967899649594766), (124.23677421284937, 21.735497279605934), (125.37905381869108, 22.49849268639867), (126.48675026423955, 23.25720847384338), (127.56019986870167, 24.011956967471054), (128.59973192201014, 24.763040358788857), (129.60566906276702, 25.510750849469762), (130.57832765222608, 26.255370795415693), (131.51801814431505, 26.9971728506946), (132.4250454516987, 27.736420111351364), (133.29970930787988, 28.47336625909224), (134.1423046253427, 29.20825570484343), (134.95312184973352, 29.941323732183147), (135.73244731008327, 30.672796640647643), (136.48056356506868, 31.402891888910904), (137.19774974531327, 32.131818237838125), (137.8842818917295, 32.8597758934132), (138.54043328989889, 33.5869566495396), (139.16647480049363, 34.31354403071539), (139.76267518573687, 35.03971343458186), (140.3293014319031, 35.765632274345855), (140.86661906785952, 36.49146012107621), (141.37489247964498, 37.2173488458735), (141.85438522109112, 37.94344276191406), (142.3053603204819, 38.66987876636746), (142.728080583253, 39.396786482187764), (143.12280889073244, 40.12428839977889), (143.48980849491875, 40.852500018533256), (143.82934330930124, 41.58152998824475), (144.14167819571878, 42.311480250395064), (144.4270792472585, 43.04244617931391), (144.68581406719517, 43.774516723213274), (144.91815204396937, 44.50777454509508), (145.12436462220606, 45.24229616353282), (145.30472556977313, 45.97815209332707), (145.45951124087912, 46.71540698603449), (145.5890008352121, 47.45411977037105), (145.69347665311597, 48.19434379248845), (145.77322434681005, 48.93612695612498), (145.82853316764508, 49.679511862629596), (145.859696209401, 50.42453595086008), (145.86701064762494, 51.17123163695511), (145.8507779750068, 51.91962645397951), (145.81130423279743, 52.66974319144417), (145.74890023826467, 53.42160003469891), (145.6638818081899, 54.17521070419965), (145.55656997840524, 54.930584594649346), (145.4272912193681, 55.68772691401214), (145.27637764777927, 56.446638822402214), (145.10416723423742, 57.20731757084562), (144.9110040069351, 57.96975663991626), (144.69723825139508, 58.7339458782458), (144.46322670624468, 59.49987164090677), (144.20933275503194, 60.26751692767022), (143.93592661408024, 61.0368615211366), (143.64338551638326, 61.80788212474055), (143.3320938915403, 62.58055250062977), (143.00244354172986, 63.35484360741701), (142.65483381372536, 64.13072373780672), (142.28967176694852, 64.90815865609473), (141.9073723375638, 65.68711173554205), (141.50835849861272, 66.46754409562257), (141.09306141618686, 67.24941473914406), (140.6619206016424, 68.03268068924362), (140.21538405985328, 68.81729712625639), (139.75390843350417, 69.6032175244582), (139.27795914342454, 70.3903937886822), (138.78801052496053, 71.17877639080874), (138.2845459603889, 71.96831450612984), (137.76805800736906, 72.75895614958664), (137.2390485234358, 73.5506483118811), (136.69802878653184, 74.34333709546159), (136.14551961157952, 75.13696785038151), (135.58205146309365, 75.93148531003278), (135.00816456383268, 76.72683372675222), (134.42440899949082, 77.52295700730215), (133.83134481942977, 78.31979884822483), (133.2295421334493, 79.11730287107004), (132.61958120459977, 79.91541275749758), (132.00205253803216, 80.7140723842524), (131.37755696588943, 81.51322595801423), (130.74670572823754, 82.31281815012079), (130.11012055003542, 83.11279423116464), (129.46843371414604, 83.91310020546402), (128.82228813038628, 84.71368294540743), (128.17233740061744, 85.51449032567191), (127.51924587987477, 86.31547135731516), (126.86368873353771, 87.11657632174146), (126.20635199053916, 87.91775690454128), (125.54793259261534, 88.71896632920479), (124.88913843959473, 89.52015949070916), (124.23068843072761, 90.32129308897944), (123.57331250205479, 91.12232576222343), (122.91775165981657, 91.92321822014046), (122.2647580099014, 92.72393337700338), (121.61509478333448, 93.52443648461505), (120.969536357806, 94.3246952651382), (120.32886827523946, 95.12468004379899), (119.69388725539953, 95.92436388146474), (119.06540120554025, 96.7237227070951), (118.44422922609242, 97.52273545006715), (117.83120161239135, 98.32138417237417), (117.22715985244426, 99.11965420069845), (116.63295662073735, 99.91753425835759), (116.04945576808313, 100.7150165971247), (115.47753230750715, 101.51209712892242), (114.91807239617482, 102.30877555739072), (114.37197331335807, 103.10505550932835), (113.84014343444163, 103.9009446660083), (113.32350220096946, 104.69645489436684), (112.8229800867308, 105.49160237806642), (112.33951855988616, 106.28640774843238), (111.874070041133, 107.0808962152634), (111.42759785791152, 107.87509769751577), (111.00107619465007, 108.66904695386143), (110.59549003905045, 109.46278371311969), (110.21183512441306, 110.25635280456302), (109.85111786800184, 111.04980428809617), (109.51435530544929, 111.84319358430963), (109.20257502120093, 112.63658160440627), (108.9168150749999, 113.43003488000235), (108.65812392441129, 114.22362569280183), (108.4275603433864, 115.01743220414475), (108.22619333686666, 115.81153858442937), (108.05510205142753, 116.60603514240785), (107.91537568196226, 117.40101845435606), (107.80811337440538, 118.19659149311701), (107.73442412449612, 118.99286375701786), (107.6954266725816, 119.7899513986612), (107.69224939445989, 120.58797735358958), (107.72603018826302, 121.38707146882422), (107.79791635737956, 122.18737063127729), (107.90906448941733, 122.989018896038), (108.06064033120572, 123.79216761453262), (108.25381865983809, 124.59697556255807), (108.48978314975369, 125.4036090681894), (108.76972623585978, 126.21224213956114), (109.09484897269328, 127.02305659252218), (109.46636088962244, 127.83624217816475), (109.88547984208832, 128.6519967102269), (110.35343185888604, 129.47052619236902), (110.87145098548594, 130.29204494532385), (111.44077912339455, 131.11677573392058), (112.0626658655554, 131.94494989398245), (112.73836832778974, 132.77680745909842), (113.46915097627695, 133.6125972872684), (114.25628545107489, 134.45257718742224), (115.10105038568008, 135.29701404581274), (116.00473122262777, 136.14618395228226), (116.96862002513171, 137.00037232640312), (117.99401528476389, 137.85987404349186), (119.08222172517401, 138.72499356049718), (120.23455010184897, 139.59604504176178), (121.45231699791196, 140.4733524846579), (122.7368446159616, 141.3572498450967), (124.08946056595073, 142.24808116291138), (125.51149764910524, 143.14620068711395), (127.00429363788254, 144.05197300102617), (128.56919105197005, 144.96577314728387), (130.2075369303234, 145.88798675271534), (131.92068259924463, 146.81901015309313), (133.70998343649984, 147.75925051776022), (135.57679863147726, 148.7091259741293), (137.5224909413846, 149.6690657320564), (139.5484264434868, 150.63951020808798), (141.65597428338296, 151.62091114958184), (143.84650641932373, 152.613731758702), (146.12139736256813, 153.618446816287), (148.48202391378032, 154.63554280559248), (150.92976489546655, 155.66551803590718), (153.46600088045113, 156.7088827660426), (156.09211391639323, 157.76615932769698), (158.80948724634268, 158.8378822486925), (161.61950502533614, 159.92459837608664), (164.52355203303307, 161.0268669991572), (167.5230133823911, 162.1452599722609), (170.6192742243817, 163.28036183756618), (173.81371944874562, 164.43276994765947), (177.10773338078792, 165.6030945880252), (180.50269947421307, 166.79195909939995), (184.0, 168.0)]",FAIL,Car drove out of the lane gabe_meta_parameter_results\gabe_search_variant_b\POP-10_cxpb-0.8_mutpb-0.95\6-RUN_POP-10_cxpb-0.8_mutpb-0.95_05062022-184352/sim_test_11947_05062022-184352,05062022-195129
