POP,MUTPB,CXPB,Test Run,Tests,Passed,Invalid,Failed,P(fail),Frechet,Spars.,TTF
75,0.1,0.95,3,188,134,54,0,0.0,nan,nan,nan
75,0.1,0.95,4,172,138,34,0,0.0,nan,nan,nan
75,0.1,0.95,5,201,137,64,0,0.0,nan,nan,nan
75,0.1,0.95,6,185,134,51,0,0.0,nan,nan,nan
75,0.1,0.95,7,174,140,33,1,0.0057,nan,nan,84
75,0.1,0.95,8,204,139,65,0,0.0,nan,nan,nan
75,0.1,0.95,9,178,131,47,0,0.0,nan,nan,nan
75,0.1,0.95,10,189,135,54,0,0.0,nan,nan,nan
75,0.7,0.7,1,175,129,46,0,0.0,nan,nan,nan
75,0.7,0.7,2,181,125,54,2,0.011,2.13,11.788,157
75,0.7,0.7,3,176,128,48,0,0.0,nan,nan,nan
75,0.7,0.7,4,172,130,42,0,0.0,nan,nan,nan
75,0.7,0.7,5,193,125,66,2,0.0104,1.51,4.051,120
75,0.7,0.7,6,188,129,58,1,0.0053,nan,nan,179
75,0.7,0.7,7,191,134,57,0,0.0,nan,nan,nan
75,0.7,0.7,8,170,130,37,3,0.0176,28.44,11.297,38
75,0.7,0.7,9,197,126,69,2,0.0102,18.43,13.938,121
75,0.7,0.7,10,184,133,51,0,0.0,nan,nan,nan
75,0.7,0.8,1,179,132,38,9,0.0503,15.94,19.124,40
75,0.7,0.8,2,185,127,54,4,0.0216,1.05,3.659,12
75,0.7,0.8,3,181,128,49,4,0.0221,89.11,10.574,112
75,0.7,0.8,4,172,130,41,1,0.0058,nan,nan,146
75,0.7,0.8,5,173,130,40,3,0.0173,1.66,2.612,80
75,0.7,0.8,6,168,122,41,5,0.0298,75.0,17.094,18
75,0.7,0.8,7,183,123,58,2,0.0109,70.0,18.152,35
75,0.7,0.8,8,203,124,69,10,0.0493,11.7,19.09,40
75,0.7,0.8,9,187,125,55,7,0.0374,29.81,12.155,16
75,0.7,0.8,10,177,129,48,0,0.0,nan,nan,nan
75,0.7,0.9,1,207,143,64,0,0.0,nan,nan,nan
75,0.7,0.9,2,186,135,46,5,0.0269,0.41,5.542,42
75,0.7,0.9,3,189,136,49,4,0.0212,74.91,27.723,71
75,0.7,0.9,4,185,140,43,2,0.0108,0.0,6.329,72
75,0.7,0.9,5,205,130,75,0,0.0,nan,nan,nan
75,0.7,0.9,6,169,130,39,0,0.0,nan,nan,nan
75,0.7,0.9,7,184,130,50,4,0.0217,54.95,12.391,52
75,0.7,0.9,8,194,131,61,2,0.0103,36.0,16.209,141
75,0.7,0.9,9,190,133,53,4,0.0211,1.58,6.543,68
75,0.7,0.9,10,184,133,51,0,0.0,nan,nan,nan
75,0.7,0.95,1,183,124,48,11,0.0601,23.63,7.287,12
75,0.7,0.95,2,199,131,62,6,0.0302,1.08,6.92,74
75,0.7,0.95,3,186,126,53,7,0.0376,36.77,19.723,7
75,0.7,0.95,4,180,121,52,7,0.0389,1.26,3.416,31
75,0.7,0.95,5,184,130,49,5,0.0272,47.97,17.776,56
75,0.7,0.95,6,184,137,47,0,0.0,nan,nan,nan
75,0.7,0.95,7,205,139,66,0,0.0,nan,nan,nan
75,0.7,0.95,8,183,133,50,0,0.0,nan,nan,nan
75,0.7,0.95,9,178,130,48,0,0.0,nan,nan,nan
75,0.7,0.95,10,191,124,56,11,0.0576,42.07,22.023,29
75,0.8,0.7,1,182,145,37,0,0.0,nan,nan,nan
75,0.8,0.7,2,177,124,51,2,0.0113,0.67,2.458,64
75,0.8,0.7,3,189,126,63,0,0.0,nan,nan,nan
75,0.8,0.7,4,179,127,51,1,0.0056,nan,nan,54
75,0.8,0.7,5,186,123,57,6,0.0323,13.63,8.418,44
75,0.8,0.7,6,193,136,55,2,0.0104,1.97,3.113,121
75,0.8,0.7,7,177,133,42,2,0.0113,55.0,6.237,155
75,0.8,0.7,8,197,131,63,3,0.0152,2.21,8.452,97
75,0.8,0.7,9,172,140,32,0,0.0,nan,nan,nan
75,0.8,0.7,10,188,124,58,6,0.0319,1.27,7.072,60
75,0.8,0.8,1,176,134,41,1,0.0057,nan,nan,148
75,0.8,0.8,2,184,132,51,1,0.0054,nan,nan,36
75,0.8,0.8,3,193,137,55,1,0.0052,nan,nan,138
75,0.8,0.8,4,171,127,43,1,0.0058,nan,nan,97
75,0.8,0.8,5,180,133,46,1,0.0056,nan,nan,118
75,0.8,0.8,6,187,127,59,1,0.0053,nan,nan,36
75,0.8,0.8,7,183,116,50,17,0.0929,26.75,10.826,25
75,0.8,0.8,8,174,124,50,0,0.0,nan,nan,nan
75,0.8,0.8,9,163,119,43,1,0.0061,nan,nan,110
75,0.8,0.8,10,162,120,39,3,0.0185,80.67,13.542,14
75,0.8,0.9,1,187,131,55,1,0.0053,nan,nan,157
75,0.8,0.9,2,184,128,56,0,0.0,nan,nan,nan
75,0.8,0.9,3,186,124,60,2,0.0108,0.65,0.0,99
75,0.8,0.9,4,187,124,58,5,0.0267,82.75,21.216,24
75,0.8,0.9,5,186,124,56,6,0.0323,2.69,3.396,90
75,0.8,0.9,6,177,134,43,0,0.0,nan,nan,nan
75,0.8,0.9,7,183,134,49,0,0.0,nan,nan,nan
75,0.8,0.9,8,202,132,70,0,0.0,nan,nan,nan
75,0.8,0.9,9,213,142,71,0,0.0,nan,nan,nan
75,0.8,0.9,10,188,132,55,1,0.0053,nan,nan,187
75,0.8,0.95,1,186,123,58,5,0.0269,31.49,14.14,112
75,0.8,0.95,2,191,126,59,6,0.0314,1.71,4.81,13
75,0.8,0.95,3,180,130,50,0,0.0,nan,nan,nan
75,0.8,0.95,4,187,129,57,1,0.0053,nan,nan,161
75,0.8,0.95,5,180,132,46,2,0.0111,86.0,22.325,104
75,0.8,0.95,6,193,135,55,3,0.0155,1.73,3.998,57
75,0.8,0.95,7,193,134,44,15,0.0777,50.51,28.325,3
75,0.8,0.95,8,203,136,67,0,0.0,nan,nan,nan
75,0.8,0.95,9,176,130,43,3,0.017,69.66,11.064,30
75,0.8,0.95,10,181,134,47,0,0.0,nan,nan,nan
75,0.9,0.7,1,187,122,52,13,0.0695,25.16,25.615,31
75,0.9,0.7,2,174,129,43,2,0.0115,0.95,2.437,14
75,0.9,0.7,3,171,127,42,2,0.0117,62.0,8.543,69
75,0.9,0.7,4,194,133,61,0,0.0,nan,nan,nan
75,0.9,0.7,5,178,127,50,1,0.0056,nan,nan,60
75,0.9,0.7,6,201,127,61,13,0.0647,20.56,24.92,30
75,0.9,0.7,7,185,127,52,6,0.0324,36.53,11.541,117
75,0.9,0.7,8,168,124,43,1,0.006,nan,nan,125
75,0.9,0.7,9,189,124,61,4,0.0212,57.13,19.736,9
75,0.9,0.7,10,174,128,43,3,0.0172,1.83,2.54,74
75,0.9,0.8,1,200,143,56,1,0.005,nan,nan,146
75,0.9,0.8,2,206,129,77,0,0.0,nan,nan,nan
75,0.9,0.8,3,195,122,71,2,0.0103,24.69,18.541,55
75,0.9,0.8,4,190,127,61,2,0.0105,0.0,2.24,70
75,0.9,0.8,5,207,130,76,1,0.0048,nan,nan,163
75,0.9,0.8,6,198,134,63,1,0.0051,nan,nan,151
75,0.9,0.8,7,207,121,86,0,0.0,nan,nan,nan
75,0.9,0.8,8,193,134,59,0,0.0,nan,nan,nan
75,0.9,0.8,9,172,131,39,2,0.0116,1.36,2.358,25
