POP,MUTPB,CXPB,Test Run,Tests,Passed,Invalid,Failed,P(fail),Frechet,Spars.,TTF
50,0.1,0.95,9,126,123,3,0,0.0,nan,nan,nan
50,0.1,0.95,10,124,121,3,0,0.0,nan,nan,nan
50,0.7,0.7,1,134,134,0,0,0.0,nan,nan,nan
50,0.7,0.7,2,126,122,1,3,0.0238,36.2,3.277,33
50,0.7,0.7,3,122,117,2,3,0.0246,56.14,22.513,66
50,0.7,0.7,4,138,132,5,1,0.0072,nan,nan,107
50,0.7,0.7,5,124,117,3,4,0.0323,68.48,26.263,88
50,0.7,0.7,6,131,126,3,2,0.0153,97.0,14.77,78
50,0.7,0.7,7,144,138,6,0,0.0,nan,nan,nan
50,0.7,0.7,8,125,121,2,2,0.016,144.0,17.313,23
50,0.7,0.7,9,109,102,2,5,0.0459,93.92,15.61,3
50,0.7,0.7,10,129,123,4,2,0.0155,45.89,15.224,99
50,0.7,0.8,1,123,121,0,2,0.0163,95.0,21.988,43
50,0.7,0.8,2,122,118,2,2,0.0164,84.0,21.12,39
50,0.7,0.8,3,123,121,0,2,0.0163,80.0,16.193,44
50,0.7,0.8,4,125,119,4,2,0.016,43.0,7.165,8
50,0.7,0.8,5,127,125,2,0,0.0,nan,nan,nan
50,0.7,0.8,6,113,106,3,4,0.0354,77.1,23.731,57
50,0.7,0.8,7,121,116,3,2,0.0165,56.0,22.518,27
50,0.7,0.8,8,127,124,2,1,0.0079,nan,nan,104
50,0.7,0.8,9,128,120,7,1,0.0078,nan,nan,123
50,0.7,0.8,10,123,120,1,2,0.0163,34.09,5.741,10
50,0.7,0.9,1,109,102,3,4,0.0367,80.13,25.846,4
50,0.7,0.9,2,111,104,3,4,0.036,90.71,23.401,45
50,0.7,0.9,3,126,123,2,1,0.0079,nan,nan,108
50,0.7,0.9,4,129,122,6,1,0.0078,nan,nan,4
50,0.7,0.9,5,124,119,3,2,0.0161,65.0,2.637,19
50,0.7,0.9,6,127,123,3,1,0.0079,nan,nan,67
50,0.7,0.9,7,108,104,0,4,0.037,61.2,21.47,38
50,0.7,0.9,8,128,124,3,1,0.0078,nan,nan,95
50,0.7,0.9,9,126,124,1,1,0.0079,nan,nan,32
50,0.7,0.9,10,121,112,6,3,0.0248,25.18,26.648,10
50,0.7,0.95,1,129,126,1,2,0.0155,61.88,23.312,13
50,0.7,0.95,2,143,130,13,0,0.0,nan,nan,nan
50,0.7,0.95,3,116,111,2,3,0.0259,70.07,20.871,15
50,0.7,0.95,4,140,137,3,0,0.0,nan,nan,nan
50,0.7,0.95,5,129,127,1,1,0.0078,nan,nan,10
50,0.7,0.95,6,127,123,2,2,0.0157,52.62,20.316,16
50,0.7,0.95,7,130,129,0,1,0.0077,nan,nan,91
50,0.7,0.95,8,128,125,2,1,0.0078,nan,nan,102
50,0.7,0.95,9,133,129,3,1,0.0075,nan,nan,71
50,0.7,0.95,10,130,119,10,1,0.0077,nan,nan,1
50,0.8,0.7,1,130,127,1,2,0.0154,65.19,22.837,35
50,0.8,0.7,2,124,122,0,2,0.0161,11.0,9.236,21
50,0.8,0.7,3,126,122,2,2,0.0159,114.0,21.608,38
50,0.8,0.7,4,132,128,3,1,0.0076,nan,nan,128
50,0.8,0.7,5,104,98,0,6,0.0577,85.85,23.121,14
50,0.8,0.7,6,121,118,2,1,0.0083,nan,nan,5
50,0.8,0.7,7,131,127,4,0,0.0,nan,nan,nan
50,0.8,0.7,8,122,118,3,1,0.0082,nan,nan,80
50,0.8,0.7,9,127,125,2,0,0.0,nan,nan,nan
50,0.8,0.7,10,120,118,1,1,0.0083,nan,nan,80
50,0.8,0.8,1,127,123,2,2,0.0157,100.0,25.254,30
50,0.8,0.8,2,126,124,1,1,0.0079,nan,nan,52
50,0.8,0.8,3,120,118,0,2,0.0167,52.82,27.904,17
50,0.8,0.8,4,131,130,1,0,0.0,nan,nan,nan
50,0.8,0.8,5,135,128,7,0,0.0,nan,nan,nan
50,0.8,0.8,6,132,125,6,1,0.0076,nan,nan,33
50,0.8,0.8,7,129,125,3,1,0.0078,nan,nan,65
50,0.8,0.8,8,130,127,2,1,0.0077,nan,nan,99
50,0.8,0.8,9,136,132,4,0,0.0,nan,nan,nan
50,0.8,0.8,10,131,127,3,1,0.0076,nan,nan,81
50,0.8,0.9,1,113,107,2,4,0.0354,64.88,21.324,17
50,0.8,0.9,2,109,105,0,4,0.0367,77.44,16.844,12
50,0.8,0.9,3,140,137,3,0,0.0,nan,nan,nan
50,0.8,0.9,4,120,115,3,2,0.0167,63.27,15.483,65
50,0.8,0.9,5,130,127,2,1,0.0077,nan,nan,87
50,0.8,0.9,6,125,120,3,2,0.016,39.49,15.926,83
50,0.8,0.9,7,130,125,5,0,0.0,nan,nan,nan
50,0.8,0.9,8,116,112,1,3,0.0259,52.23,23.51,33
50,0.8,0.9,9,133,132,0,1,0.0075,nan,nan,91
50,0.8,0.9,10,134,130,4,0,0.0,nan,nan,nan
50,0.8,0.95,1,127,125,1,1,0.0079,nan,nan,126
50,0.8,0.95,2,129,124,4,1,0.0078,nan,nan,119
50,0.8,0.95,3,131,120,9,2,0.0153,40.0,6.843,104
50,0.8,0.95,4,114,110,0,4,0.0351,72.65,18.178,12
50,0.8,0.95,5,140,133,7,0,0.0,nan,nan,nan
50,0.8,0.95,6,113,109,0,4,0.0354,81.64,23.467,77
50,0.8,0.95,7,120,115,2,3,0.025,34.3,13.685,22
50,0.8,0.95,8,123,121,0,2,0.0163,80.0,20.599,70
50,0.8,0.95,9,111,106,0,5,0.045,60.31,27.296,11
50,0.8,0.95,10,117,114,0,3,0.0256,43.83,20.354,18
50,0.9,0.7,1,117,113,2,2,0.0171,38.4,27.205,68
50,0.9,0.7,2,117,114,1,2,0.0171,129.0,15.557,14
50,0.9,0.7,3,130,123,7,0,0.0,nan,nan,nan
50,0.9,0.7,4,110,107,0,3,0.0273,93.66,25.48,17
50,0.9,0.7,5,119,114,2,3,0.0252,79.35,21.439,6
50,0.9,0.7,6,120,115,2,3,0.025,28.84,17.134,24
50,0.9,0.7,7,131,128,2,1,0.0076,nan,nan,19
50,0.9,0.7,8,127,123,2,2,0.0157,58.0,22.579,47
50,0.9,0.7,9,120,113,3,4,0.0333,58.85,21.02,2
50,0.9,0.7,10,108,104,0,4,0.037,98.23,18.532,37
50,0.9,0.8,1,115,112,0,3,0.0261,61.67,24.598,50
50,0.9,0.8,2,120,116,1,3,0.025,64.73,15.838,36
50,0.9,0.8,3,135,130,5,0,0.0,nan,nan,nan
50,0.9,0.8,4,120,116,2,2,0.0167,39.37,21.312,24
50,0.9,0.8,5,115,111,1,3,0.0261,54.78,15.683,15
50,0.9,0.8,6,128,124,3,1,0.0078,nan,nan,47
50,0.9,0.8,7,122,117,3,2,0.0164,51.24,21.715,72
50,0.9,0.8,8,135,132,3,0,0.0,nan,nan,nan
50,0.9,0.8,9,115,111,1,3,0.0261,52.98,21.546,8
50,0.9,0.8,10,122,119,1,2,0.0164,100.0,29.278,34
50,0.9,0.9,1,125,123,1,1,0.008,nan,nan,55
50,0.9,0.9,2,136,129,7,0,0.0,nan,nan,nan
50,0.9,0.9,3,116,113,0,3,0.0259,51.31,15.871,23
50,0.9,0.9,4,119,116,1,2,0.0168,117.0,10.966,31
50,0.9,0.9,5,122,117,3,2,0.0164,81.76,22.176,3
50,0.9,0.9,6,131,129,2,0,0.0,nan,nan,nan
50,0.9,0.9,7,129,122,6,1,0.0078,nan,nan,5
50,0.9,0.9,8,141,128,13,0,0.0,nan,nan,nan
50,0.9,0.9,9,113,110,0,3,0.0265,75.59,25.173,36
50,0.9,0.9,10,106,102,0,4,0.0377,44.24,7.96,5
50,0.9,0.95,1,135,130,5,0,0.0,nan,nan,nan
50,0.9,0.95,2,125,121,2,2,0.016,167.0,18.501,41
50,0.9,0.95,3,127,125,1,1,0.0079,nan,nan,62
50,0.9,0.95,4,128,126,1,1,0.0078,nan,nan,60
50,0.9,0.95,5,130,126,2,2,0.0154,63.15,20.974,52
50,0.9,0.95,6,128,114,12,2,0.0156,80.29,21.981,114
50,0.9,0.95,7,125,123,2,0,0.0,nan,nan,nan
50,0.9,0.95,8,119,117,1,1,0.0084,nan,nan,7
50,0.9,0.95,9,131,127,4,0,0.0,nan,nan,nan
50,0.9,0.95,10,139,134,5,0,0.0,nan,nan,nan
50,0.95,0.7,1,137,132,5,0,0.0,nan,nan,nan
50,0.95,0.7,2,124,121,1,2,0.0161,43.27,8.805,32
50,0.95,0.7,3,124,117,5,2,0.0161,62.88,18.92,17
50,0.95,0.7,4,112,107,1,4,0.0357,59.94,12.215,52
50,0.95,0.7,5,134,126,7,1,0.0075,nan,nan,133
50,0.95,0.7,6,134,131,3,0,0.0,nan,nan,nan
50,0.95,0.7,7,123,121,0,2,0.0163,71.0,11.9,48
50,0.95,0.7,8,127,123,2,2,0.0157,170.0,22.831,39
50,0.95,0.7,9,122,116,4,2,0.0164,79.0,15.376,104
50,0.95,0.7,10,124,122,0,2,0.0161,105.0,22.116,48
50,0.95,0.8,1,127,123,3,1,0.0079,nan,nan,80
50,0.95,0.8,2,136,128,8,0,0.0,nan,nan,nan
50,0.95,0.8,3,109,104,1,4,0.0367,70.72,22.024,12
50,0.95,0.8,4,123,119,2,2,0.0163,54.0,22.914,19
50,0.95,0.8,5,128,123,4,1,0.0078,nan,nan,11
50,0.95,0.8,6,115,111,1,3,0.0261,66.63,25.205,8
50,0.95,0.8,7,111,107,0,4,0.036,79.32,25.522,21
50,0.95,0.8,8,126,124,1,1,0.0079,nan,nan,44
50,0.95,0.8,9,134,131,3,0,0.0,nan,nan,nan
50,0.95,0.8,10,114,111,0,3,0.0263,88.69,22.091,7
50,0.95,0.9,1,126,121,4,1,0.0079,nan,nan,29
50,0.95,0.9,2,109,103,2,4,0.0367,62.33,23.021,27
50,0.95,0.9,3,122,119,1,2,0.0164,85.0,24.61,47
50,0.95,0.9,4,123,115,7,1,0.0081,nan,nan,101
50,0.95,0.9,5,123,119,3,1,0.0081,nan,nan,1
50,0.95,0.9,6,122,118,2,2,0.0164,22.47,10.629,112
50,0.95,0.9,7,118,114,2,2,0.0169,28.63,11.96,8
50,0.95,0.9,8,139,136,3,0,0.0,nan,nan,nan
50,0.95,0.9,9,103,97,0,6,0.0583,62.77,26.885,4
50,0.95,0.9,10,132,130,1,1,0.0076,nan,nan,65
50,0.95,0.95,1,128,125,2,1,0.0078,nan,nan,61
50,0.95,0.95,2,134,128,5,1,0.0075,nan,nan,42
50,0.95,0.95,3,130,128,1,1,0.0077,nan,nan,5
50,0.95,0.95,4,142,127,14,1,0.007,nan,nan,142
50,0.95,0.95,5,133,133,0,0,0.0,nan,nan,nan
50,0.95,0.95,6,135,126,8,1,0.0074,nan,nan,30
50,0.95,0.95,7,135,131,3,1,0.0074,nan,nan,135
50,0.95,0.95,8,109,105,1,3,0.0275,41.15,21.706,16
50,0.95,0.95,9,113,110,1,2,0.0177,51.51,7.975,16
50,0.95,0.95,10,117,114,1,2,0.0171,25.55,19.441,41
75,0.1,0.7,1,114,112,1,1,0.0088,nan,nan,113
75,0.1,0.7,2,108,105,1,2,0.0185,68.85,21.64,42
75,0.1,0.7,3,105,103,0,2,0.019,81.76,32.138,73
75,0.1,0.7,4,116,113,2,1,0.0086,nan,nan,14
75,0.1,0.7,5,116,114,1,1,0.0086,nan,nan,22
75,0.1,0.7,6,116,114,1,1,0.0086,nan,nan,55
75,0.1,0.7,7,125,124,1,0,0.0,nan,nan,nan
75,0.1,0.7,8,120,120,0,0,0.0,nan,nan,nan
75,0.1,0.7,9,96,91,2,3,0.0312,126.13,12.202,21
75,0.1,0.7,10,96,92,1,3,0.0312,48.41,24.612,53
75,0.1,0.8,1,121,121,0,0,0.0,nan,nan,nan
75,0.1,0.8,2,102,100,0,2,0.0196,84.0,21.957,53
75,0.1,0.8,3,108,105,1,2,0.0185,96.0,20.167,33
75,0.1,0.8,4,104,101,1,2,0.0192,20.06,21.099,10
75,0.1,0.8,5,99,96,0,3,0.0303,89.54,15.554,17
75,0.1,0.8,6,97,93,1,3,0.0309,46.76,22.056,23
75,0.1,0.8,7,105,101,1,3,0.0286,50.68,11.085,37
75,0.1,0.8,8,121,120,1,0,0.0,nan,nan,nan
75,0.1,0.8,9,107,105,0,2,0.0187,51.0,21.032,29
75,0.1,0.8,10,107,104,1,2,0.0187,48.0,11.195,16
75,0.1,0.9,1,78,73,0,5,0.0641,56.87,14.746,5
75,0.1,0.9,2,116,113,2,1,0.0086,nan,nan,64
75,0.1,0.9,3,97,93,0,4,0.0412,76.93,25.5,3
75,0.1,0.9,4,125,123,2,0,0.0,nan,nan,nan
75,0.1,0.9,5,114,113,0,1,0.0088,nan,nan,73
75,0.1,0.9,6,99,93,2,4,0.0404,74.67,25.333,10
75,0.1,0.9,7,89,85,0,4,0.0449,106.15,23.834,24
75,0.1,0.9,8,127,126,1,0,0.0,nan,nan,nan
75,0.1,0.9,9,124,124,0,0,0.0,nan,nan,nan
75,0.1,0.9,10,125,124,1,0,0.0,nan,nan,nan
75,0.1,0.95,1,110,107,1,2,0.0182,64.11,26.494,16
75,0.1,0.95,2,125,125,0,0,0.0,nan,nan,nan
75,0.1,0.95,3,116,115,0,1,0.0086,nan,nan,44
75,0.1,0.95,4,107,105,0,2,0.0187,56.0,27.156,33
75,0.1,0.95,5,117,116,0,1,0.0085,nan,nan,28
75,0.1,0.95,6,117,115,1,1,0.0085,nan,nan,63
75,0.1,0.95,7,116,114,1,1,0.0086,nan,nan,21
75,0.1,0.95,8,128,128,0,0,0.0,nan,nan,nan
75,0.1,0.95,9,126,125,1,0,0.0,nan,nan,nan
75,0.1,0.95,10,129,129,0,0,0.0,nan,nan,nan
75,0.7,0.7,1,102,99,0,3,0.0294,42.48,4.878,32
75,0.7,0.7,2,125,123,2,0,0.0,nan,nan,nan
75,0.7,0.7,3,116,113,1,2,0.0172,50.23,29.911,107
75,0.7,0.7,4,115,113,1,1,0.0087,nan,nan,97
75,0.7,0.7,5,106,104,0,2,0.0189,126.0,21.572,8
75,0.7,0.7,6,120,117,2,1,0.0083,nan,nan,26
75,0.7,0.7,7,100,97,0,3,0.03,108.03,15.082,34
75,0.7,0.7,8,108,105,1,2,0.0185,22.82,13.487,61
75,0.7,0.7,9,107,105,0,2,0.0187,78.0,19.5,20
75,0.7,0.7,10,128,124,4,0,0.0,nan,nan,nan
75,0.7,0.8,1,106,101,2,3,0.0283,93.53,15.638,5
75,0.7,0.8,2,132,129,3,0,0.0,nan,nan,nan
75,0.7,0.8,3,119,118,0,1,0.0084,nan,nan,75
75,0.7,0.8,4,121,119,1,1,0.0083,nan,nan,30
75,0.7,0.8,5,100,95,1,4,0.04,57.99,16.995,5
75,0.7,0.8,6,117,116,0,1,0.0085,nan,nan,75
75,0.7,0.8,7,125,122,2,1,0.008,nan,nan,125
75,0.7,0.8,8,116,113,1,2,0.0172,22.22,4.064,44
75,0.7,0.8,9,128,125,2,1,0.0078,nan,nan,21
75,0.7,0.8,10,132,129,3,0,0.0,nan,nan,nan
75,0.7,0.9,1,116,113,2,1,0.0086,nan,nan,29
75,0.7,0.9,2,119,111,7,1,0.0084,nan,nan,2
75,0.7,0.9,3,106,103,1,2,0.0189,56.1,23.606,37
75,0.7,0.9,4,117,114,2,1,0.0085,nan,nan,19
75,0.7,0.9,5,128,125,3,0,0.0,nan,nan,nan
75,0.7,0.9,6,123,120,2,1,0.0081,nan,nan,36
75,0.7,0.9,7,106,103,0,3,0.0283,65.0,17.287,62
75,0.7,0.9,8,110,104,3,3,0.0273,110.0,12.678,21
75,0.7,0.9,9,128,124,4,0,0.0,nan,nan,nan
75,0.7,0.9,10,107,105,0,2,0.0187,106.0,22.188,7
75,0.7,0.95,1,99,96,0,3,0.0303,50.21,21.365,48
75,0.7,0.95,2,118,117,0,1,0.0085,nan,nan,37
75,0.7,0.95,3,118,114,3,1,0.0085,nan,nan,19
75,0.7,0.95,4,110,107,1,2,0.0182,37.0,0.383,25
75,0.7,0.95,5,105,101,1,3,0.0286,47.7,23.585,4
75,0.7,0.95,6,120,118,1,1,0.0083,nan,nan,51
75,0.7,0.95,7,110,108,0,2,0.0182,61.86,29.302,57
75,0.7,0.95,8,108,105,0,3,0.0278,53.26,20.835,24
75,0.7,0.95,9,114,110,1,3,0.0263,58.04,13.834,28
75,0.7,0.95,10,113,108,3,2,0.0177,125.0,21.66,92
75,0.8,0.7,1,98,95,0,3,0.0306,77.33,14.431,16
75,0.8,0.7,2,120,119,0,1,0.0083,nan,nan,89
75,0.8,0.7,3,121,120,0,1,0.0083,nan,nan,121
75,0.8,0.7,4,130,128,2,0,0.0,nan,nan,nan
75,0.8,0.7,5,125,122,3,0,0.0,nan,nan,nan
75,0.8,0.7,6,125,124,1,0,0.0,nan,nan,nan
75,0.8,0.7,7,121,117,3,1,0.0083,nan,nan,100
75,0.8,0.7,8,127,124,3,0,0.0,nan,nan,nan
75,0.8,0.7,9,115,113,0,2,0.0174,63.75,15.317,3
75,0.8,0.7,10,128,127,1,0,0.0,nan,nan,nan
75,0.8,0.8,1,122,119,2,1,0.0082,nan,nan,113
75,0.8,0.8,2,115,113,0,2,0.0174,78.0,22.709,21
75,0.8,0.8,3,113,111,0,2,0.0177,60.28,3.545,75
75,0.8,0.8,4,135,127,8,0,0.0,nan,nan,nan
75,0.8,0.8,5,122,120,1,1,0.0082,nan,nan,87
75,0.8,0.8,6,111,109,0,2,0.018,55.0,27.737,2
75,0.8,0.8,7,95,91,0,4,0.0421,93.76,20.989,2
75,0.8,0.8,8,115,112,1,2,0.0174,65.66,25.428,11
75,0.8,0.8,9,123,120,2,1,0.0081,nan,nan,83
75,0.8,0.8,10,134,129,5,0,0.0,nan,nan,nan
75,0.8,0.9,1,128,126,2,0,0.0,nan,nan,nan
75,0.8,0.9,2,123,121,2,0,0.0,nan,nan,nan
75,0.8,0.9,3,115,112,2,1,0.0087,nan,nan,15
75,0.8,0.9,4,101,97,1,3,0.0297,104.63,20.873,20
75,0.8,0.9,5,117,115,1,1,0.0085,nan,nan,53
75,0.8,0.9,6,104,101,1,2,0.0192,19.01,4.593,1
75,0.8,0.9,7,119,118,0,1,0.0084,nan,nan,90
75,0.8,0.9,8,136,131,5,0,0.0,nan,nan,nan
75,0.8,0.9,9,104,101,0,3,0.0288,94.67,24.946,28
75,0.8,0.9,10,125,124,0,1,0.008,nan,nan,71
75,0.8,0.95,1,100,96,1,3,0.03,84.0,22.198,24
75,0.8,0.95,2,125,116,8,1,0.008,nan,nan,6
75,0.8,0.95,3,111,108,1,2,0.018,137.0,19.215,1
75,0.8,0.95,4,126,124,2,0,0.0,nan,nan,nan
75,0.8,0.95,5,119,117,1,1,0.0084,nan,nan,49
75,0.8,0.95,6,112,109,1,2,0.0179,143.0,17.924,63
75,0.8,0.95,7,130,127,3,0,0.0,nan,nan,nan
75,0.8,0.95,8,118,116,1,1,0.0085,nan,nan,46
75,0.8,0.95,9,99,96,0,3,0.0303,41.13,19.498,26
75,0.8,0.95,10,132,129,3,0,0.0,nan,nan,nan
75,0.9,0.7,1,124,123,0,1,0.0081,nan,nan,65
75,0.9,0.7,2,111,108,1,2,0.018,92.0,15.328,39
75,0.9,0.7,3,137,133,4,0,0.0,nan,nan,nan
75,0.9,0.7,4,117,113,2,2,0.0171,65.51,13.331,79
75,0.9,0.7,5,114,111,1,2,0.0175,90.0,22.132,17
75,0.9,0.7,6,102,98,1,3,0.0294,35.46,15.038,38
75,0.9,0.7,7,111,109,0,2,0.018,102.0,23.269,25
75,0.9,0.7,8,123,121,1,1,0.0081,nan,nan,40
75,0.9,0.7,9,119,116,1,2,0.0168,59.27,20.613,55
75,0.9,0.7,10,121,116,4,1,0.0083,nan,nan,26
75,0.9,0.8,1,130,127,3,0,0.0,nan,nan,nan
75,0.9,0.8,2,118,116,1,1,0.0085,nan,nan,69
75,0.9,0.8,3,97,94,0,3,0.0309,50.72,26.776,2
75,0.9,0.8,4,121,118,3,0,0.0,nan,nan,nan
75,0.9,0.8,5,104,101,0,3,0.0288,89.02,17.617,38
75,0.9,0.8,6,103,100,0,3,0.0291,92.56,8.604,40
75,0.9,0.8,7,126,122,3,1,0.0079,nan,nan,77
75,0.9,0.8,8,140,131,9,0,0.0,nan,nan,nan
75,0.9,0.8,9,124,121,2,1,0.0081,nan,nan,110
75,0.9,0.8,10,85,81,1,3,0.0353,83.41,22.942,77
75,0.9,0.9,1,135,130,5,0,0.0,nan,nan,nan
75,0.9,0.9,2,110,108,0,2,0.0182,107.0,26.327,52
75,0.9,0.9,3,98,94,0,4,0.0408,66.63,21.756,22
75,0.9,0.9,4,132,130,2,0,0.0,nan,nan,nan
75,0.9,0.9,5,102,99,0,3,0.0294,64.11,21.586,9
75,0.9,0.9,6,99,94,1,4,0.0404,92.61,20.11,10
75,0.9,0.9,7,104,101,0,3,0.0288,46.21,5.139,51
75,0.9,0.9,8,123,121,1,1,0.0081,nan,nan,19
75,0.9,0.9,9,93,89,0,4,0.043,87.33,16.365,30
75,0.9,0.9,10,110,103,4,3,0.0273,78.0,22.419,84
75,0.9,0.95,1,99,95,1,3,0.0303,60.54,21.115,82
75,0.9,0.95,2,92,86,2,4,0.0435,101.68,20.996,23
75,0.9,0.95,3,111,107,2,2,0.018,64.0,13.113,46
75,0.9,0.95,4,120,119,0,1,0.0083,nan,nan,61
75,0.9,0.95,5,121,120,0,1,0.0083,nan,nan,55
75,0.9,0.95,6,117,115,1,1,0.0085,nan,nan,79
75,0.9,0.95,7,129,127,2,0,0.0,nan,nan,nan
75,0.9,0.95,8,121,120,0,1,0.0083,nan,nan,35
75,0.9,0.95,9,136,130,6,0,0.0,nan,nan,nan
75,0.9,0.95,10,131,127,4,0,0.0,nan,nan,nan
75,0.95,0.7,1,129,126,2,1,0.0078,nan,nan,129
75,0.95,0.7,2,103,99,1,3,0.0291,59.94,21.607,3
75,0.95,0.7,3,105,100,2,3,0.0286,114.06,26.842,27
75,0.95,0.7,4,127,125,2,0,0.0,nan,nan,nan
75,0.95,0.7,5,118,117,0,1,0.0085,nan,nan,91
75,0.95,0.7,6,122,120,1,1,0.0082,nan,nan,120
75,0.95,0.7,7,121,117,2,2,0.0165,161.0,22.007,56
75,0.95,0.7,8,98,95,0,3,0.0306,106.67,17.444,58
75,0.95,0.7,9,104,99,2,3,0.0288,38.42,16.803,15
75,0.95,0.7,10,105,101,1,3,0.0286,46.86,19.162,15
75,0.95,0.8,1,112,109,1,2,0.0179,109.0,21.211,2
75,0.95,0.8,2,140,133,7,0,0.0,nan,nan,nan
75,0.95,0.8,3,112,109,1,2,0.0179,48.0,18.177,16
75,0.95,0.8,4,105,100,1,4,0.0381,90.56,23.12,58
75,0.95,0.8,5,107,105,0,2,0.0187,156.0,24.549,38
75,0.95,0.8,6,116,115,0,1,0.0086,nan,nan,56
75,0.95,0.8,7,108,104,2,2,0.0185,73.0,20.98,50
75,0.95,0.8,8,108,102,4,2,0.0185,103.0,26.388,14
75,0.95,0.8,9,129,127,1,1,0.0078,nan,nan,77
75,0.95,0.8,10,127,123,4,0,0.0,nan,nan,nan
75,0.95,0.9,1,112,108,2,2,0.0179,67.39,20.516,4
75,0.95,0.9,2,100,96,0,4,0.04,52.27,20.247,17
75,0.95,0.9,3,123,120,2,1,0.0081,nan,nan,78
75,0.95,0.9,4,130,126,4,0,0.0,nan,nan,nan
75,0.95,0.9,5,123,119,3,1,0.0081,nan,nan,110
75,0.95,0.9,6,122,121,0,1,0.0082,nan,nan,40
75,0.95,0.9,7,114,110,1,3,0.0263,87.33,22.584,58
75,0.95,0.9,8,110,107,1,2,0.0182,168.0,20.826,7
75,0.95,0.9,9,128,123,4,1,0.0078,nan,nan,128
75,0.95,0.9,10,107,104,1,2,0.0187,102.0,10.729,3
75,0.95,0.95,1,122,121,1,0,0.0,nan,nan,nan
75,0.95,0.95,2,116,112,2,2,0.0172,90.0,6.173,101
75,0.95,0.95,3,111,108,1,2,0.018,147.0,16.972,12
75,0.95,0.95,4,122,118,3,1,0.0082,nan,nan,86
75,0.95,0.95,5,85,80,1,4,0.0471,87.53,23.418,41
75,0.95,0.95,6,123,119,3,1,0.0081,nan,nan,34
75,0.95,0.95,7,120,116,3,1,0.0083,nan,nan,63
75,0.95,0.95,8,109,105,2,2,0.0183,43.0,22.976,39
75,0.95,0.95,9,117,116,0,1,0.0085,nan,nan,35
75,0.95,0.95,10,100,96,1,3,0.03,38.19,4.346,30
