"(1, 2)",0.2578387207761907
"(1, 3)",2.3732641765805824
"(1, 4)",1.1253135532981275
"(1, 5)",1.4506493567035899
"(1, 6)",83.0
"(1, 7)",0.7513661849963686
"(1, 8)",2.1947674600895035
"(1, 9)",2.88683082202421
"(1, 10)",1.8588959637705695
"(1, 11)",1.5263110978403909
"(1, 12)",3.0105388354205473
"(1, 13)",1.3250911429712786
"(2, 3)",2.568393980270298
"(2, 4)",1.239329126846264
"(2, 5)",1.496747271861
"(2, 6)",83.0
"(2, 7)",0.7865460287310305
"(2, 8)",2.2743210523977453
"(2, 9)",2.887041914151363
"(2, 10)",1.8588658281573047
"(2, 11)",1.6780085971321055
"(2, 12)",3.02262864883507
"(2, 13)",1.537585933756411
"(3, 4)",2.527622285636414
"(3, 5)",2.774488702284592
"(3, 6)",83.0
"(3, 7)",2.7800049424388495
"(3, 8)",1.7773346155863097
"(3, 9)",2.9898097187370354
"(3, 10)",2.934917875102927
"(3, 11)",2.6741404263548296
"(3, 12)",2.913905844889405
"(3, 13)",1.4763740354209272
"(4, 5)",1.3991464373900182
"(4, 6)",83.0
"(4, 7)",0.5820956451004967
"(4, 8)",2.7629919294682317
"(4, 9)",2.96370057418642
"(4, 10)",1.8364372180105828
"(4, 11)",1.8876515352744172
"(4, 12)",3.5149178741886287
"(4, 13)",1.4928380851992764
"(5, 6)",83.0
"(5, 7)",1.2903455911981994
"(5, 8)",2.804170885889228
"(5, 9)",4.186805650996842
"(5, 10)",1.0390237464035392
"(5, 11)",1.4311611456333964
"(5, 12)",4.174043599205303
"(5, 13)",1.7484517091713458
"(6, 7)",83.0
"(6, 8)",83.0
"(6, 9)",83.0
"(6, 10)",83.0
"(6, 11)",83.0
"(6, 12)",83.0
"(6, 13)",83.0
"(7, 8)",2.647234986511582
"(7, 9)",3.012213477624217
"(7, 10)",1.7270054447734782
"(7, 11)",1.3797341066911057
"(7, 12)",3.081657746425097
"(7, 13)",1.6846302827159243
"(8, 9)",1.6556334684652925
"(8, 10)",2.8671011755554456
"(8, 11)",2.76216873969238
"(8, 12)",1.989822160018575
"(8, 13)",1.6840026091026767
"(9, 10)",4.372815693907541
"(9, 11)",3.4088805908821005
"(9, 12)",1.800082557784333
"(9, 13)",3.1731292563618942
"(10, 11)",1.2972582415060914
"(10, 12)",4.3592538779967285
"(10, 13)",1.8505679496110392
"(11, 12)",3.414620037457554
"(11, 13)",1.6031598767887192
"(12, 13)",3.1327126037115853
