"(1, 2)",2.771854275076209
"(1, 3)",1.784367216028086
"(1, 4)",2.933923897890874
"(1, 5)",2.75922601088015
"(1, 6)",1.7984831995712776
"(1, 7)",2.0722424689967625
"(1, 8)",1.855242075750797
"(1, 9)",2.025153035537248
"(1, 10)",2.5954537648327194
"(1, 11)",1.482375046485996
"(1, 12)",3.9189316628263255
"(1, 13)",3.6779776426807453
"(1, 14)",1.7834133371829786
"(1, 15)",5.034567946285645
"(1, 16)",2.137343481580298
"(1, 17)",2.2421023365569583
"(1, 18)",2.19062715093797
"(1, 19)",2.244320187963273
"(1, 20)",2.230817981294099
"(1, 21)",2.9760886896774386
"(1, 22)",2.6550025936182204
"(1, 23)",2.1932597495590334
"(1, 24)",2.202062040480599
"(1, 25)",2.20953364237252
"(1, 26)",2.2956948323144393
"(1, 27)",2.9374375466279155
"(1, 28)",3.0483214611507625
"(1, 29)",4.4838061560252
"(1, 30)",3.945930232133571
"(1, 31)",2.8686329499143706
"(2, 3)",3.602179035766446
"(2, 4)",3.7742506436823313
"(2, 5)",4.234890780036009
"(2, 6)",4.157390134155547
"(2, 7)",3.1728530473797822
"(2, 8)",1.4560099248604468
"(2, 9)",3.6622876326551546
"(2, 10)",4.099550993128096
"(2, 11)",3.8622173033253957
"(2, 12)",2.1907848288857634
"(2, 13)",4.443312816544572
"(2, 14)",3.8039974761902022
"(2, 15)",2.6983658894225795
"(2, 16)",1.6461899315760213
"(2, 17)",4.212442717219448
"(2, 18)",1.2235103822949902
"(2, 19)",2.57673612377586
"(2, 20)",3.2450349801113796
"(2, 21)",4.79629099511996
"(2, 22)",2.327121066758942
"(2, 23)",3.067790615625435
"(2, 24)",2.6312330099211625
"(2, 25)",2.3670410584219765
"(2, 26)",4.063696715742261
"(2, 27)",3.5721171655786104
"(2, 28)",2.6102206845811917
"(2, 29)",2.2849775683002354
"(2, 30)",2.604602398488203
"(2, 31)",3.972682054467115
"(3, 4)",2.3641187265287575
"(3, 5)",4.096718847938263
"(3, 6)",1.3165397155800223
"(3, 7)",1.797927366817135
"(3, 8)",3.4130152595747116
"(3, 9)",1.8235494344763086
"(3, 10)",2.507761530600607
"(3, 11)",1.4752572341803198
"(3, 12)",5.479909460904811
"(3, 13)",4.4383475117835705
"(3, 14)",1.9337068486440692
"(3, 15)",6.225548909348598
"(3, 16)",2.2467879119096676
"(3, 17)",2.4195289130149122
"(3, 18)",3.3284094528871173
"(3, 19)",3.599815121396492
"(3, 20)",1.7029046753973636
"(3, 21)",2.340635331842513
"(3, 22)",4.304218302110167
"(3, 23)",1.9529480138211412
"(3, 24)",3.706911841176153
"(3, 25)",3.7772147012724124
"(3, 26)",2.730799437544339
"(3, 27)",2.3934569265685357
"(3, 28)",3.8439310028489766
"(3, 29)",5.793384691299921
"(3, 30)",5.559238025121036
"(3, 31)",3.0222544737218877
"(4, 5)",5.360586981630772
"(4, 6)",1.9992510443494143
"(4, 7)",1.3721535646648504
"(4, 8)",2.6451393025710663
"(4, 9)",3.6993487137730345
"(4, 10)",3.865115895521578
"(4, 11)",1.8998148730629452
"(4, 12)",4.259134247133759
"(4, 13)",6.12149154921923
"(4, 14)",3.315469732029263
"(4, 15)",5.918351691769577
"(4, 16)",2.1653722226459755
"(4, 17)",4.1114150125325155
"(4, 18)",3.072879407793785
"(4, 19)",4.273048082976118
"(4, 20)",3.0347771956441325
"(4, 21)",4.104174741490889
"(4, 22)",3.988565315113188
"(4, 23)",1.652453799107459
"(4, 24)",4.295955683963828
"(4, 25)",2.525215311379627
"(4, 26)",4.375634866096976
"(4, 27)",4.368856493273857
"(4, 28)",4.318678606168066
"(4, 29)",5.142908854933738
"(4, 30)",4.306542287107866
"(4, 31)",3.955416678553591
"(5, 6)",4.153220630399558
"(5, 7)",4.500176417748381
"(5, 8)",4.181441237887745
"(5, 9)",2.7750127482892917
"(5, 10)",1.6382369420359122
"(5, 11)",3.5131121947718547
"(5, 12)",5.861644038127959
"(5, 13)",1.3471905381148586
"(5, 14)",2.3873480674652545
"(5, 15)",6.79607633949199
"(5, 16)",4.581021743837285
"(5, 17)",1.828101405891046
"(5, 18)",4.04893049294216
"(5, 19)",3.9527253202496304
"(5, 20)",2.915228551660338
"(5, 21)",2.221893306506936
"(5, 22)",4.565503244285594
"(5, 23)",4.6119843439599695
"(5, 24)",4.1089037957971195
"(5, 25)",4.150509136632645
"(5, 26)",1.4684102403382229
"(5, 27)",2.6337670828785655
"(5, 28)",4.500817081767026
"(5, 29)",6.3209960693092855
"(5, 30)",5.889639296968224
"(5, 31)",2.02423919473624
"(6, 7)",1.5399115165338337
"(6, 8)",3.619922864387472
"(6, 9)",1.872111278100183
"(6, 10)",2.56564780917201
"(6, 11)",1.4645031417949648
"(6, 12)",5.691056661668241
"(6, 13)",4.5073521833712
"(6, 14)",1.9900961465923848
"(6, 15)",6.669299039667987
"(6, 16)",2.6604796749050657
"(6, 17)",2.489963883579553
"(6, 18)",3.790437358211855
"(6, 19)",3.7762097867621045
"(6, 20)",2.06243540917468
"(6, 21)",2.4153311656317245
"(6, 22)",4.374324763741714
"(6, 23)",1.4499679535297265
"(6, 24)",3.9499077079496305
"(6, 25)",3.9624473216971947
"(6, 26)",2.776685193624652
"(6, 27)",2.4703132519337414
"(6, 28)",4.431416409924589
"(6, 29)",6.18222162938062
"(6, 30)",5.704377356734158
"(6, 31)",3.312288058605796
"(7, 8)",2.3004975128218432
"(7, 9)",2.9682031099078845
"(7, 10)",3.004590354229589
"(7, 11)",1.2725319016278118
"(7, 12)",4.3562498163744605
"(7, 13)",5.268313238632946
"(7, 14)",2.5262443117696507
"(7, 15)",5.452542215703792
"(7, 16)",1.5478983514850095
"(7, 17)",3.288982103758033
"(7, 18)",2.6108034853741997
"(7, 19)",3.477120821581854
"(7, 20)",2.601623534413529
"(7, 21)",3.297250337907869
"(7, 22)",3.1708135996275373
"(7, 23)",1.0160091683061843
"(7, 24)",3.438440155502025
"(7, 25)",2.6580540886415327
"(7, 26)",3.558119663764949
"(7, 27)",3.6621119586700255
"(7, 28)",3.522979723355966
"(7, 29)",4.916694514029713
"(7, 30)",4.38709916943855
"(7, 31)",3.615428043206687
