individual,road_points,test_outcome,description,timestamp
"[[93.83877198489417, 106, 64, 156.64965379118033, 72.53063408143052, 39, 194], [5.0, 28, 56, 88.0213536653143, 115.70780109470854, 140, 168]]","[(93.83877198489417, 5.0), (94.18540149202407, 5.695358674321031), (94.49380948883586, 6.394489251343118), (94.76670178472652, 7.097374336498231), (95.00667411037142, 7.803994918078968), (95.21621446649489, 8.514330405134286), (95.39770545331105, 9.228358665135513), (95.55342658063658, 9.946056061412731), (95.68555655867476, 10.66739749036147), (95.79617556947072, 11.39235641841974), (95.88726751903866, 12.120904918815395), (95.96072227015974, 12.853013708083836), (96.018337855852, 13.588652182356045), (96.06182267351126, 14.327788453416948), (96.09279765972337, 15.070389384534074), (96.1127984457486, 15.816420626056642), (96.12327749367634, 16.565846650784874), (96.12560621325208, 17.318630789109715), (96.12107705937537, 18.07473526392285), (96.11090561026911, 18.834121225297018), (96.0962326263207, 19.59674878493679), (96.07812608959404, 20.362577050399512), (96.05758322401337, 21.131564159086707), (96.03553249621822, 21.90366731200572), (96.01283559708976, 22.678842807301766), (95.99028940394889, 23.457046073560274), (95.96862792342537, 24.238231702879588), (95.94852421499846, 25.02235348371393), (95.93059229520905, 25.809364433486834), (95.91538902254295, 26.599216830974708), (95.903415962986, 27.391862248460974), (95.89512123625015, 28.187251583660313), (95.89090134267111, 28.98533509141343), (95.89110297077768, 29.786062415152), (95.89602478553168, 30.589382618133985), (95.90591919724034, 31.39524421444942), (95.92099411113932, 32.203595199796304), (95.9414146576474, 33.014383082027024), (95.9673049032926, 33.827554911465), (95.99874954230938, 34.643057310991594), (96.03579556890813, 35.46083650590368), (96.07845393021455, 36.28083835354102), (96.1267011598821, 37.10300837268451), (96.18048099237481, 37.92729177272443), (96.23970595792132, 38.75363348259898), (96.3042589581416, 39.581978179503544), (96.37399482234342, 40.41227031736976), (96.44874184449145, 41.24445415511536), (96.52830330084734, 42.078473784664126), (96.61245894828075, 42.91427315873609), (96.700966503253, 43.75179611840841), (96.79356310147051, 44.59098642044622), (96.8899667382111, 45.431787764403964), (96.98987768932069, 46.274143819497105), (97.09297991288186, 47.11799825124405), (97.19894243155407, 47.963294747878635), (97.30742069558423, 48.80997704653246), (97.41805792649005, 49.657988959188266), (97.53048644141386, 50.50727439840295), (97.64432895814777, 51.357777402801304), (97.75919988083146, 52.20944216234021), (97.87470656631916, 53.06221304334252), (97.99045057122055, 53.916034613302145), (98.1060288796111, 54.77085166545878), (98.22103511141471, 55.62660924314324), (98.33506071145796, 56.483252663893325), (98.44769611919465, 57.34072754333939), (98.55853191910329, 58.19897981886108), (98.66715997175467, 59.05795577301373), (98.7731745255514, 59.917602056725336), (98.87617330913919, 60.777865712264095), (98.97575860448845, 61.638694195975646), (99.07153830064863, 62.500035400791475), (99.16312692817296, 63.36183767850692), (99.2501466742149, 64.2240498618299), (99.33222837829646, 65.0866212862), (99.40901250874681, 65.94950181137753), (99.48015011981357, 66.81264184280339), (99.5453037894446, 67.67599235272891), (99.60414853774155, 68.53950490111617), (99.6563727260849, 69.40313165630879), (99.70167893692978, 70.2668254154725), (99.7397848342744, 71.13053962480689), (99.77042400479849, 71.99422839952678), (99.79334677967414, 72.85784654361417), (99.80832103704765, 73.72134956934082), (99.81513298519262, 74.58469371656038), (99.81358792633506, 75.44783597177184), (99.80351100114899, 76.31073408695251), (99.78474791392433, 77.17334659816176), (99.75716563840582, 78.0356328439151), (99.72065310430267, 78.89755298332801), (99.67512186447128, 79.75906801403126), (99.62050674276752, 80.62013978985522), (99.55676646257155, 81.48073103828548), (99.48388425598392, 82.34080537768858), (99.40186845369222, 83.20032733430737), (99.31075305551065, 84.05926235902815), (99.21059828158945, 84.91757684391655), (99.10149110429671, 85.77523813852483), (98.9835457607713, 86.63221456596922), (98.85690424614688, 87.48847543877721), (98.72173678744804, 88.34399107450584), (98.57824229815702, 89.19873281112974), (98.42664881345249, 90.05267302219991), (98.26721390611935, 90.9057851317725), (98.10022508313, 91.75804362910824), (97.92600016289711, 92.6094240831419), (97.74488763319775, 93.45990315672235), (97.55726698976883, 94.30945862062278), (97.36354905557417, 95.15806936732129), (97.16417628074248, 96.00571542455181), (96.95962302317753, 96.85237796862549), (96.75039580983886, 97.69803933752216), (96.53703357869459, 98.54268304375229), (96.32010790134512, 99.3862937869893), (96.10022318631866, 100.22885746647216), (95.87801686303764, 101.07036119317831), (95.65415954645721, 101.91079330176686), (95.42935518237448, 102.75014336229229), (95.20434117340949, 103.58840219168829), (94.97988848565768, 104.42556186502205), (94.75680173601339, 105.26161572651893), (94.53591926016516, 106.09655840035722), (94.31811316126215, 106.93038580123356), (94.10428933925215, 107.7630951446984), (93.89538750089083, 108.59468495726205), (93.6923811504224, 109.42515508627079), (93.49627756093201, 110.25450670955364), (93.30811772636892, 111.08274234483906), (93.12897629424168, 111.90986585894235), (92.9599614789844, 112.73588247672323), (92.80221495599439, 113.56079878981373), (92.65691173634139, 114.38462276511635), (92.52526002214803, 115.20736375307284), (92.40850104264186, 116.0290324957029), (92.30790887087858, 116.84964113441352), (92.2247902211368, 117.66920321757871), (92.16048422698418, 118.4877337078891), (92.11636220001498, 119.30524898947237), (92.09382736925895, 120.12176687478387), (92.09431460126174, 120.93730661126739), (92.11929010083657, 121.75188888778655), (92.17025109248735, 122.56553584082617), (92.24872548250329, 123.37827106046443), (92.35627150172479, 124.19011959611488), (92.49447732898076, 125.0011079620391), (92.66496069519744, 125.8112641426297), (92.86936846817844, 126.62061759746334), (93.10937621805633, 127.42919926612451), (93.38668776341561, 128.23704157279928), (93.70303469808698, 129.04417843063962), (94.06017589861311, 129.8506452458979), (94.45989701238585, 130.65647892183188), (94.90400992645468, 131.46171786237977), (95.39435221700666, 132.26640197560596), (95.93278657951788, 133.0705726769169), (96.52120023957606, 133.87427289204717), (97.16150434437483, 134.67754705981628), (97.85563333487917, 135.48044113465528), (98.60554429866241, 136.28300258890422), (99.4132163034146, 137.0852804148796), (100.28064971112217, 137.88732512671226), (101.2098654729192, 138.68918876195562), (102.20290440460994, 139.49092488296424), (103.26182644286264, 140.29258857804263), (104.38870988207503, 141.09423646236462), (105.58565059191105, 141.89592667866273), (106.854761215509, 142.69771889768822), (108.19817034836106, 143.49967431844115), (109.6180216978643, 144.30185566817107), (111.11647322354294, 145.10432720214777), (112.69569625794219, 145.90715470320256), (114.3578746081935, 146.7104054810399), (116.10520363825086, 147.51414837131904), (117.93988933179895, 148.31845373450645), (119.86414733583247, 149.12339345449828), (121.8802019849068, 149.92904093701327), (123.9902853060604, 150.7354711077558), (126.1966360044081, 151.5427604103497), (128.50149842940618, 152.3509868040419), (130.90712152178872, 153.16022976117668), (133.41575774117533, 153.97057026444025), (136.02966197435052, 154.7820908038757), (138.75109042421397, 155.5948753736679), (141.58229947940254, 156.40900946869942), (144.5255445645839, 157.22458008087602), (147.58307897142092, 158.04167569522326), (150.75715267020823, 158.86038628575264), (154.0500111021795, 159.68080331109866), (157.46389395248642, 160.50301970992604), (161.00103390384925, 161.32712989610707), (164.66365537087836, 162.15322975366968), (168.45397321506775, 162.98141663151554), (172.37419144045919, 163.81178933790855), (176.42650186997847, 164.64444813473375), (180.6130828024427, 165.47949473152647), (184.93609765023913, 166.31703227927187), (189.39769355767504, 167.1571653639748), (194.0, 168.0)]",FAIL,Car drove out of the lane POP-10_cxpb-0.8_mutpb-0.95\2-RUN_POP-10_cxpb-0.8_mutpb-0.95_04022022-011718/sim_test_5707_04022022-011718,04022022-012731
"[[93.83877198489417, 113.41547702650897, 71.82734534492248, 154.931243367906, 75.1715081540438, 39.52079759866006, 194], [5.0, 23.364848718057907, 56, 87.19122079338246, 111.70133514078823, 141.07144927076934, 168]]","[(93.83877198489417, 5.0), (94.4063236570357, 5.559079532364522), (94.9303067572079, 6.128731748714409), (95.41339114345952, 6.708720989624831), (95.85814242677814, 7.298814028772939), (96.26702416007615, 7.898780086260399), (96.6424000095142, 8.50839084144988), (96.98653590816332, 9.127420445315535), (97.30160219200515, 9.755645532307426), (97.58967571827029, 10.392845231729968), (97.85274196611518, 11.038801178634307), (98.09269711963695, 11.693297524224727), (98.31135013322674, 12.35612094577896), (98.51042477926107, 13.02706065608256), (98.69156167813127, 13.705908412377129), (98.85632031061189, 14.392458524822688), (99.00618101256654, 15.086507864473859), (99.14254695199233, 15.787855870770127), (99.26674608840257, 16.496304558540054), (99.38003311454757, 17.211658524519404), (99.48359138047383, 17.933724953383376), (99.5785347999215, 18.66231362329268), (99.66590973905979, 19.39723691095368), (99.74669688756096, 20.13830979619247), (99.82181311201225, 20.885349866042894), (99.89211329166638, 21.63817731834864), (99.95839213653011, 22.396614964879245), (100.02138598779091, 23.16048823396003), (100.08177460058222, 23.92962517261614), (100.14018290908638, 24.70385644823038), (100.19718277397665, 25.483015349715263), (100.25329471219653, 26.26693778819878), (100.30898960907817, 27.055462297224352), (100.36469041279835, 27.848430032464634), (100.42077381117292, 28.645684770949288), (100.47757189078987, 29.447072909806906), (100.53537377848006, 30.252443464520628), (100.59442726512641, 31.061648066698016), (100.65494041181161, 31.87454096135471), (100.71708313830332, 32.69097900371208), (100.7809887938789, 33.51082165550907), (100.84675571048669, 34.3339309808276), (100.91444873824716, 35.16017164143242), (100.98410076329127, 35.98941089162463), (101.05571420793703, 36.8215185726091), (101.12926251320565, 37.65636710637637), (101.20469160367368, 38.49383148909781), (101.28192133466554, 39.33378928403536), (101.36084692178308, 40.17612061396495), (101.44134035277347, 41.020708153113866), (101.5232517817361, 41.86743711861238), (101.60641090566659, 42.71619526145894), (101.69062832334, 43.56687285699969), (101.77569687653167, 44.419362694921794), (101.86139297357664, 45.27356006876074), (101.94747789526745, 46.12936276492176), (102.03369908308922, 46.98667105121487), (102.11979140979459, 47.845387664904514), (102.20547843231529, 48.70541780027244), (102.29047362701287, 49.56666909569506), (102.37448160726794, 50.42905162023481), (102.45719932340604, 51.292477859744864), (102.53831724496419, 52.15686270248883), (102.61752052529343, 53.022123424273445), (102.6944901485008, 53.888179673095856), (102.7689040587298, 54.75495345330473), (102.84043827177751, 55.62236910927506), (102.9087679690522, 56.49035330859752), (102.97356857386727, 57.35883502478121), (103.03451681007425, 58.22774551947066), (103.09129174303459, 59.097018324177014), (103.143575802928, 59.96658922152252), (103.191055790401, 60.836396225999884), (103.23342386455253, 61.70637956424485), (103.27037851325778, 62.57648165482313), (103.3016255058312, 63.44664708753137), (103.32687882802627, 64.3168226022116), (103.34586159937516, 65.18695706708048), (103.3583069728653, 66.0570014565717), (103.36395901695491, 66.92690882869283), (103.36257357992669, 67.79663430189609), (103.35391913657911, 68.66613503146286), (103.33777761725726, 69.53537018540257), (103.31394521922047, 70.40430091986512), (103.28223320034917, 71.27289035406761), (103.24246865518974, 72.14110354473499), (103.19449527333708, 73.00890746005433), (103.1381740801565, 73.87627095314377), (103.07338415984265, 74.7431647350347), (103.00002336081765, 75.60956134716837), (102.918008983467, 76.47543513340648), (102.82727845021341, 77.34076221155529), (102.72778995792997, 78.20552044440444), (102.61952311269022, 79.06968941027905), (102.5024795468574, 79.93325037310619), (102.37668351851174, 80.79618625199535), (102.24218249321535, 81.65848159033233), (102.09904770811666, 82.52012252438819), (101.94737471839169, 83.38109675144094), (101.78728392602449, 84.24139349741205), (101.61892109092558, 85.10100348401679), (101.4424578243883, 85.9599188954281), (101.25809206488397, 86.818133344455), (101.06604853619488, 87.67564183823475), (100.86657918788565, 88.53244074343884), (100.6599636181128, 89.38852775099319), (100.44650947877263, 90.24390184031222), (100.22655286298726, 91.0985632430469), (100.00045867492902, 91.95251340634674), (99.76862098198282, 92.80575495563579), (99.53146334924722, 93.65829165690282), (99.28943915637328, 94.51012837850487), (99.04303189674181, 95.36127105248565), (98.79275545897906, 96.21172663540716), (98.5391543908103, 97.0615030686956), (98.28280414525199, 97.91060923850132), (98.02431130914191, 98.75905493507257), (97.7643138140076, 99.60685081164343), (97.50348112927327, 100.4540083428355), (97.24251443780456, 101.30053978257362), (96.98214679379188, 102.14645812151576), (96.72314326297183, 102.99177704399665), (96.46630104518682, 103.83651088448545), (96.21244957928306, 104.68067458355745), (95.96245063034674, 105.52428364337975), (95.71719835927841, 106.36735408271076), (95.47761937470567, 107.20990239141396), (95.24467276723391, 108.05194548448533), (95.0193501260357, 108.89350065559499), (94.80267553777796, 109.73458553014268), (94.59570556788762, 110.57521801782725), (94.39952922415557, 111.4154162647301), (94.21526790267859, 112.25519860491283), (94.0440753161398, 113.09458351152836), (93.88713740442722, 113.93358954744657), (93.7456722275906, 114.7722353153936), (93.62092984113643, 115.6105394076051), (93.51419215366127, 116.44852035499386), (93.42677276682329, 117.28619657583073), (93.36001679765207, 118.12358632394015), (93.31530068319654, 118.96070763640932), (93.29403196751139, 119.7975782808115), (93.29764907098141, 120.63421570194322), (93.32762104198434, 121.4706369680753), (93.38544729089188, 122.30685871671818), (93.47265730640873, 123.14289709990105), (93.59081035425035, 123.97876772896484), (93.7414951581584, 124.81448561886948), (93.9263295632548, 125.6500651320148), (94.14696018173396, 126.48551992157566), (94.40506202089314, 127.32086287435098), (94.70233809350115, 128.15610605312662), (95.04051901050525, 128.9912606385525), (95.42136255607633, 129.82633687053342), (95.84665324499227, 130.66134398913402), (96.31820186235956, 131.49629017499782), (96.83784498567327, 132.3311824892797), (97.407444489215, 133.16602681309323), (98.02888703078945, 134.00082778647112), (98.7040835207988, 134.8355887468402), (99.43496857365574, 135.67031166701014), (100.22349994153437, 136.5049970926763), (101.07165793045964, 137.33964407943617), (101.98144479873494, 138.17425012932048), (102.95488413770778, 139.0088111268376), (103.99402023487391, 139.84332127453214), (105.10091741931956, 140.67777302805786), (106.277659389502, 141.512157030764), (107.52634852336837, 142.34646204779605), (108.84910517081249, 143.18067489971017), (110.24806692847031, 144.01478039560183), (111.72538789685329, 144.84876126574824), (113.28323791982012, 145.6825980937648), (114.92380180638679, 146.51626924827576), (116.64927853487472, 147.34975081409846), (118.46188043939713, 148.18301652294173), (120.36383237868392, 149.01603768361844), (122.3573708872444, 149.8487831117717), (124.44474330886874, 150.68121905911534), (126.62820691246708, 151.51330914218806), (128.91002799024733, 152.34501427062196), (131.29248093823102, 153.17629257492447), (133.77784731910754, 154.00709933377493), (136.36841490742643, 154.8373869008346), (139.06647671712795, 155.6671046310709), (141.8743300114121, 156.49619880659571), (144.7942752949455, 157.3246125620172), (147.8286152884069, 158.15228580930625), (150.9796538853708, 158.97915516217657), (154.24969509152902, 159.80515385997845), (157.64104194625108, 160.63021169110715), (161.15599542648218, 161.4542549159247), (164.79685333298, 162.27720618919602), (168.5659091588895, 163.0989844820389), (172.46545094065567, 163.91950500338783), (176.4977600912751, 164.73867912097205), (180.66511021588522, 165.5564142818075), (184.9697659096923, 166.37261393220243), (189.41398153823724, 167.18717743727765), (194.0, 168.0)]",FAIL,Car drove out of the lane POP-10_cxpb-0.8_mutpb-0.95\2-RUN_POP-10_cxpb-0.8_mutpb-0.95_04022022-011718/sim_test_5717_04022022-011718,04022022-013325
"[[93.83877198489417, 106, 64, 155, 72.78980743920619, 39, 194], [5.0, 29.957502378279173, 53.090035032052285, 84, 116.57362496240654, 141.1074405200149, 168]]","[(93.83877198489417, 5.0), (94.1853973706561, 5.751820469574589), (94.49377703446643, 6.502402542079571), (94.76659397638788, 7.251887059312211), (95.00642261084239, 8.000411311559382), (95.21573107540148, 8.748109065909832), (95.39688352067478, 9.495110594700503), (95.55214238129786, 10.241542704096931), (95.6836706280192, 10.987528762807747), (95.79353400088553, 11.733188730933232), (95.8837032235271, 12.478639188947982), (95.95605619854109, 13.22399336681763), (96.01238018397436, 13.969361173249682), (96.0543739509051, 14.714849225078389), (96.08364992212339, 15.460560876783711), (96.1017362919111, 16.20659625014444), (96.11007912692021, 16.95305226402526), (96.11004444815049, 17.700022664298025), (96.10292029402609, 18.44759805389707), (96.08991876457091, 19.195865923008512), (96.07217804668326, 19.94491067939381), (96.05076442050935, 20.694813678847282), (96.0266742469156, 21.445653255787725), (96.00083593606023, 22.197504753984138), (95.97411189706344, 22.950440557415472), (95.94730046877707, 23.704530121264582), (95.9211378316528, 24.45984000304612), (95.89629990070951, 25.216433893868576), (95.87340419959965, 25.974372649830464), (95.85301171577434, 26.73371432355038), (95.83562873674792, 27.494514195831464), (95.82170866746095, 28.2568248074596), (95.81165382874254, 29.02069599113598), (95.80581723687166, 29.786174903543568), (95.80450436423692, 30.553306057547665), (95.8079748810961, 31.322131354530743), (95.8164443784342, 32.09269011686104), (95.8300860719204, 32.86501912049555), (95.84903248696432, 33.6391526277169), (95.8733771248707, 34.415122420004295), (95.90317611009412, 35.1929578310388), (95.93844981859118, 35.97268577984227), (95.97918448727306, 36.75433080405083), (96.02533380455641, 37.53791509332214), (96.07682048201282, 38.32345852287669), (96.1335378071185, 39.11097868717357), (96.19535117710141, 39.90049093371975), (96.26209961388862, 40.69200839701401), (96.33359726015202, 41.485542032624515), (96.40963485645284, 42.28110065140069), (96.4899811994861, 43.078690953819205), (96.57438458142258, 43.87831756446388), (96.66257421035124, 44.679983066639736), (96.75426161181952, 45.48368803712126), (96.84914201147306, 46.28943108103455), (96.94689569879492, 47.09720886687371), (97.04718937194221, 47.90701616165108), (97.14967746368372, 48.718845866182015), (97.254003448435, 49.53268905050313), (97.35980113039277, 50.348534989425104), (97.46669591276934, 51.16637119821953), (97.57430604812379, 51.98618346843934), (97.68224386979479, 52.807955903874145), (97.79011700443033, 53.63167095663887), (97.8975295656172, 54.45730946339696), (98.00408332860998, 55.28485068171754), (98.10937888615757, 56.114272326566436), (98.21301678543048, 56.945550606931725), (98.3145986460456, 57.77866026258296), (98.41372825919062, 58.61357460096459), (98.51001266784785, 59.45026553422374), (98.6030632281155, 60.28870361637144), (98.69249665163011, 61.12885808057873), (98.77793602908596, 61.97069687660617), (98.85901183485456, 62.81418670836781), (98.93536291270311, 63.65929307162924), (99.0066374426111, 64.50598029183931), (99.07249388868699, 65.35421156209661), (99.13260192818312, 66.2039489812494), (99.18664336160974, 67.05515359212998), (99.23431300394837, 67.90778541992317), (99.27531955696328, 68.76180351066837), (99.30938646261335, 69.61716596989653), (99.33625273756132, 70.47383000140046), (99.3556737887832, 71.33175194613958), (99.3674222102762, 72.19088732127878), (99.37128856086531, 73.05119085936104), (99.36708212310981, 73.91261654761465), (99.35463164330757, 74.77511766739394), (99.33378605259935, 75.6386468337545), (99.30441516917153, 76.50315603516252), (99.2664103815575, 77.36859667333752), (99.21968531303932, 78.23491960323037), (99.16417646714665, 79.10207517313414), (99.09984385425591, 79.97001326492985), (99.02667159928816, 80.83868333446617), (98.94466853050515, 81.7080344520726), (98.85386874940582, 82.57801534320782), (98.75433218172037, 83.44857442924112), (98.64614510950406, 84.31965986836835), (98.52942068432998, 85.19121959666205), (98.40429942158025, 86.06320136925537), (98.27094967583695, 86.93555280166024), (98.12956809737152, 87.80822141121969), (97.9803800697332, 88.68115465869411), (97.82364012843662, 89.55429998998154), (97.65963236074819, 90.42760487797231), (97.48867078657157, 91.30101686453756), (97.31109972043214, 92.1744836026517), (97.12729411456016, 93.04795289864938), (96.93765988307356, 93.92137275461613), (96.74263420725887, 94.79469141091323), (96.54268582195176, 95.66785738883692), (96.33831528301623, 96.54081953341098), (96.13005521592301, 97.41352705631432), (95.91847054542669, 98.28592957894193), (95.70415870634203, 99.1579771756002), (95.48774983541902, 100.02962041683634), (95.26990694431731, 100.90081041290186), (95.05132607367912, 101.77149885734997), (94.83273642830143, 102.6416380707673), (94.61490049340725, 103.51118104463961), (94.39861413201542, 104.38008148535152), (94.18470666340997, 105.24829385832032), (93.97404092270787, 106.11577343226402), (93.76751330152632, 106.98247632360331), (93.56605376974852, 107.84835954099763), (93.3706258783887, 108.71338103001547), (93.18222674355613, 109.57749971793851), (93.00188701151791, 110.44067555870001), (92.83067080486106, 111.30286957795728), (92.66967564975315, 112.1640439182981), (92.52003238430228, 113.02416188458147), (92.38290504801593, 113.88318798941208), (92.25949075235869, 114.74108799874922), (92.15101953240907, 115.59782897764956), (92.05875417961516, 116.453379336144), (91.98399005564957, 117.30770887524889), (91.92805488736292, 118.16078883311081), (91.89230854283659, 119.01259193128593), (91.87814278853443, 119.86309242115325), (91.8869810275533, 120.71226613046178), (91.92027801897278, 121.56009051001223), (91.97951957830367, 122.40654468047208), (92.06622225903558, 123.25160947932554), (92.18193301528353, 124.095267507957), (92.32822884553333, 124.93750317886881), (92.50671641748617, 125.7783027630331), (92.7190316740021, 126.61765443737761), (92.96683942014235, 127.45554833240583), (93.251832891311, 128.29197657995087), (93.57573330249502, 129.1269333610637), (93.94028937860394, 129.9604149540353), (94.34727686590806, 130.79241978255314), (94.79849802457584, 131.62294846399135), (95.29578110231012, 132.45200385783528), (95.84097978908346, 133.27959111424005), (96.43597265297238, 134.10571772272314), (97.08266255709061, 134.9303935609912), (97.78297605762121, 135.75363094390076), (98.53886278294787, 136.57544467255303), (99.35229479388497, 137.395852083523), (100.22526592500677, 138.21487309822243), (101.15979110707555, 139.03253027239694), (102.1579056705686, 139.84884884575723), (103.22166463030433, 140.6638567917443), (104.35314195116737, 141.47758486742893), (105.55442979493249, 142.29006666354496), (106.82763774818767, 143.1013386546571), (108.174892031356, 143.91144024946212), (109.59833468881666, 144.72041384122488), (111.10012276012492, 145.52830485834806), (112.68242743233078, 146.33516181507576), (114.34743317339725, 147.14103636233176), (116.09733684671683, 147.94598333869132), (117.93434680672746, 148.7500608214873), (119.86068197562746, 149.55333017805043), (121.87857090118901, 150.35585611708353), (123.9902507956713, 151.15770674016974), (126.1979665558319, 151.95895359341512), (128.5039697640377, 152.75967171922505), (130.91051767047438, 153.55993970821476), (133.41987215645526, 154.35983975125413), (136.03429867882903, 155.15945769164637), (138.756065195486, 155.95888307744084), (141.587441071964, 156.75820921387998), (144.53069596915276, 157.5575332159802), (147.58809871209763, 158.35695606124716), (150.76191613990198, 159.15658264252477), (154.0544119367287, 159.95652182097848), (157.46784544390073, 160.75688647921257), (161.00447045310034, 161.5577935745215), (164.66653398066774, 162.3593641922755), (168.4562750229986, 163.16172359944014), (172.37592329303996, 163.9650012982298), (176.42769793788608, 164.7693310798956), (180.6138062374724, 165.5748510786471), (184.93644228436915, 166.38170382570812), (189.39778564467318, 167.1900363035069), (194.0, 168.0)]",FAIL,Car drove out of the lane POP-10_cxpb-0.8_mutpb-0.95\2-RUN_POP-10_cxpb-0.8_mutpb-0.95_04022022-011718/sim_test_5723_04022022-011718,04022022-013638
